icao24,origin_country,velocity,on_ground
758434,Philippines,77.55,False
782189,China,250.0,False
7c245e,Australia,125.27,False
4b15a2,Switzerland,250.47,False
a45bdd,United States,232.25,False
3c64ef,Germany,281.82,False
4b15a3,Switzerland,261.09,False
4b15d8,Switzerland,241.24,False
a044e8,United States,66.51,False
a94bfc,United States,203.07,False
a94bff,United States,114.92,False
abfc97,United States,76.53,False
861ef8,Japan,129.64,False
e49221,Brazil,225.9,False
a1fd03,United States,0.0,True
a0a7d6,United States,6.69,True
861ede,Japan,236.75,False
e49234,Brazil,207.78,False
a9aebc,United States,200.33,False
a89545,United States,138.03,False
a65598,United States,246.83,False
a83ef2,United States,217.56,False
a64264,United States,29.48,False
a1b4bb,United States,41.54,False
a78890,United States,51.44,False
a6b87a,United States,66.98,False
ae5c99,United States,139.87,False
a1b4ab,United States,226.62,False
0d0a19,Mexico,231.29,False
0d0a18,Mexico,224.38,False
abc80c,United States,238.21,False
a2e7bb,United States,53.41,False
0d0a0f,Mexico,73.85,False
a284b5,United States,198.33,False
0d0a21,Mexico,94.85,False
aaeec5,United States,127.28,False
a11f9d,United States,276.91,False
a59f53,United States,144.02,False
0d0e2f,Mexico,204.84,False
aaed17,United States,6.43,True
acd296,United States,242.86,False
a2f6ba,United States,248.46,False
a569fa,United States,223.31,False
7c6d78,Australia,254.82,False
aaed0c,United States,210.52,False
a58c35,United States,228.92,False
7820c0,China,192.59,False
a449e5,United States,213.74,False
7583e4,Philippines,226.84,False
a58c2e,United States,219.35,False
3c6486,Germany,255.95,False
a84f0e,United States,48.55,False
aaed42,United States,44.39,False
0d0e5a,Mexico,222.54,False
7c6d53,Australia,32.09,False
86d996,Japan,4.63,True
c820ab,New Zealand,128.41,False
c080dc,Canada,215.46,False
c080db,Canada,68.45,False
7c6d9f,Australia,0.0,True
7c6d9e,Australia,194.98,False
7c6d9b,Australia,29.84,True
7c6d9a,Australia,225.06,False
a4cf16,United States,49.9,False
0d0e04,Mexico,224.02,False
151dd9,Russian Federation,30.19,False
86d96c,Japan,268.0,False
151dcc,Russian Federation,219.98,False
7583d1,Philippines,195.3,False
a423d7,United States,113.18,False
c080e0,Canada,175.38,False
7c6d8d,Australia,177.39,False
c820ce,New Zealand,248.7,False
a280bf,United States,64.39,False
abc4be,United States,140.96,False
a34c68,United States,249.01,False
7583a9,Philippines,238.21,False
7c6d8f,Australia,289.68,False
7583a8,Philippines,266.7,False
a1b0c6,United States,16.41,False
7c6d7b,Australia,259.35,False
151df4,Russian Federation,166.19,False
7c6d96,Australia,258.31,False
151dea,Russian Federation,217.17,False
7c6d90,Australia,182.04,False
86d98e,Japan,272.12,False
0d0e1d,Mexico,270.37,False
abc4d8,United States,254.1,False
86d8cc,Japan,182.17,False
78218c,China,2.06,True
a0b81e,United States,282.16,False
ad4bcb,United States,0.0,True
a0b821,United States,263.8,False
a650c7,United States,159.48,False
ac2be9,United States,145.0,False
aaa590,United States,205.89,False
ad5ef6,United States,50.72,False
758533,Philippines,217.83,False
a72f91,United States,3.6,True
a913d6,United States,82.67,False
c080a4,Canada,173.93,False
abc573,United States,78.51,False
ad0562,United States,191.35,False
a0fea6,United States,7.72,True
a9bf4b,United States,114.73,False
acd22c,United States,0.0,True
a280fe,United States,181.39,False
846b6c,Japan,98.07,False
a0b803,United States,248.86,False
aa9d6e,United States,248.02,False
758510,Philippines,134.67,False
a95c38,United States,128.47,False
c080aa,Canada,210.23,False
aa54f4,United States,217.03,False
a35ec0,United States,134.48,False
ab628c,United States,219.86,False
7c6d2b,Australia,209.33,False
ac8289,United States,268.88,False
a96f37,United States,240.17,False
a0b867,United States,234.4,False
a0b866,United States,182.47,False
a819f5,United States,67.46,False
a3f0af,United States,23.33,False
0d0cdd,Mexico,67.7,False
acf89f,United States,166.0,False
7c6d30,Australia,212.19,False
7c6d37,Australia,216.78,False
7c6d36,Australia,257.91,False
7c6d32,Australia,223.45,False
a35eb0,United States,243.61,False
a31829,United States,133.27,False
a0b845,United States,213.71,False
7c6d24,Australia,181.35,False
a0b849,United States,193.05,False
a0b848,United States,129.89,False
0d0cfd,Mexico,201.89,False
aa8a09,United States,214.89,False
a09bbd,United States,57.95,False
a67846,United States,112.38,False
4246b2,United Kingdom,252.72,False
ae10eb,United States,76.25,False
782242,China,263.91,False
c03f02,Canada,165.06,False
0d0cb0,Mexico,226.97,False
a1d873,United States,199.47,False
a29551,United States,7.72,True
758584,Philippines,213.93,False
7c3883,Australia,52.12,False
485789,Kingdom of the Netherlands,193.16,False
a5320b,United States,232.84,False
782264,China,236.44,False
c8221a,New Zealand,246.93,False
c8221c,New Zealand,87.04,False
782260,China,225.45,False
782267,China,81.28,False
0d0cbc,Mexico,238.44,False
ab885c,United States,208.37,False
7c7edf,Australia,66.95,False
a0b88b,United States,219.64,False
c82258,New Zealand,216.21,False
782279,China,111.31,False
ac2ba0,United States,85.37,False
acf849,United States,239.87,False
acf841,United States,6.94,True
151e67,Russian Federation,245.39,False
a2e57e,United States,208.85,False
ab6229,United States,220.17,False
a2e585,United States,100.88,False
3991e7,France,223.34,False
a890c7,United States,184.59,False
ac3ee9,United States,274.28,False
782293,China,244.54,False
484415,Kingdom of the Netherlands,249.24,False
782298,China,210.46,False
ac2bc6,United States,199.89,False
a16273,United States,290.79,False
c0817c,Canada,72.54,False
ace539,United States,267.7,False
a8e0a5,United States,206.35,False
758538,Philippines,228.11,False
a34bdc,United States,6.94,True
151e72,Russian Federation,251.84,False
a7d3fe,United States,73.57,False
151da0,Russian Federation,220.68,False
ab73f5,United States,151.79,False
151da6,Russian Federation,153.79,False
a0b7b7,United States,274.58,False
7584a8,Philippines,210.65,False
0d0d8d,Mexico,210.16,False
adaf50,United States,158.97,False
ad4c2a,United States,232.92,False
ac2c79,United States,227.15,False
3c6519,Germany,256.19,False
7c3810,Australia,63.8,False
43eaa3,United Kingdom,229.32,False
a7858e,United States,246.81,False
4a91af,Sweden,262.77,False
aa4252,United States,64.31,False
842370,Japan,196.98,False
7c6c9b,Australia,235.86,False
c02ae3,Canada,283.21,False
7c6c9a,Australia,269.41,False
151db1,Russian Federation,249.42,False
151db6,Russian Federation,121.48,False
abc3ec,United States,70.51,False
060040,Mauritius,242.41,False
4a91b3,Sweden,240.0,False
a2d25e,United States,184.79,False
151dae,Russian Federation,256.74,False
a67882,United States,239.02,False
a0b7de,United States,219.28,False
a0b7dc,United States,194.89,False
060030,Mauritius,243.81,False
a7851c,United States,198.41,False
aa9bc7,United States,31.49,False
861fa4,Japan,82.93,False
a5a888,United States,175.92,False
a91535,United States,239.17,False
782217,China,212.19,False
78220b,China,229.03,False
782228,China,218.85,False
0d0d86,Mexico,225.26,False
aa4200,United States,245.5,False
acd0ca,United States,216.69,False
a797b4,United States,213.27,False
ac2e20,United States,134.71,False
ab0e2b,United States,70.06,False
aaa5b8,United States,269.33,False
a677ca,United States,214.64,False
a437cf,United States,227.71,False
ac2e45,United States,43.23,False
0d0d36,Mexico,217.28,False
a174f7,United States,188.12,False
7821e0,China,227.31,False
0d0d37,Mexico,68.94,False
a71d34,United States,220.55,False
a34d52,United States,136.98,False
a0b7fb,United States,98.26,False
a46d26,United States,209.77,False
a5dd1c,United States,214.9,False
a677e3,United States,264.66,False
aaa5d4,United States,225.78,False
a304b2,United States,65.5,False
a46d95,United States,220.0,False
7821fc,China,4.89,True
7821fb,China,141.14,False
ac1b44,United States,192.45,False
ab62d3,United States,214.07,False
aadb53,United States,77.21,False
abfb46,United States,241.28,False
a33a55,United States,214.92,False
a557c3,United States,262.3,False
a9026b,United States,59.3,False
a46d4d,United States,29.68,False
4a4eae,Romania,0.0,False
a46d4a,United States,206.87,False
aa305f,United States,284.42,False
ab5048,United States,93.83,False
a05646,United States,222.36,False
75862c,Philippines,210.32,False
a82a44,United States,227.11,False
86d9f4,Japan,26.95,False
86d9da,Japan,137.88,False
0d0bff,Mexico,86.29,False
758650,Philippines,226.65,False
a891a7,United States,233.94,False
a771d3,United States,60.11,False
ab6394,United States,243.72,False
ad4cf2,United States,219.15,False
151e18,Russian Federation,30.19,False
a891e5,United States,168.79,False
75860f,Philippines,162.86,False
a05629,United States,266.07,False
758616,Philippines,74.91,False
a9ad36,United States,187.79,False
aba04b,United States,34.99,False
872f5c,Japan,242.57,False
a6fd96,United States,213.82,False
a82a06,United States,271.3,False
86d9b8,Japan,155.27,False
a6c7cf,United States,13.89,False
aa9e6d,United States,191.91,False
a1500a,United States,211.43,False
aa8b40,United States,180.79,False
49526a,Portugal,291.33,False
495275,Portugal,265.78,False
a771af,United States,215.4,False
a6a1b4,United States,215.71,False
a35fc2,United States,7.72,True
a23fe5,United States,208.74,False
7821b5,China,205.14,False
782359,China,6.43,True
151d6f,Russian Federation,245.18,False
a67960,United States,145.44,False
151d81,Russian Federation,27.7,False
4007ee,United Kingdom,237.04,False
151d85,Russian Federation,186.13,False
4007ec,United Kingdom,315.9,False
a6b60a,United States,244.91,False
151d89,Russian Federation,150.3,False
aaa621,United States,0.0,True
4007f3,United Kingdom,290.76,False
a03070,United States,265.59,False
a1d99b,United States,208.12,False
151d76,Russian Federation,253.55,False
ac3fcd,United States,154.58,False
a6a300,United States,226.88,False
a2e646,United States,68.29,False
a7d615,United States,52.29,False
151d9a,Russian Federation,227.02,False
aa692a,United States,60.2,False
a47fd9,United States,0.0,True
a30657,United States,5.66,True
ac2cb2,United States,308.11,False
a1c64e,United States,239.3,False
0d0bb3,Mexico,220.35,False
151d99,Russian Federation,10.8,True
48455f,Kingdom of the Netherlands,256.83,False
abd971,United States,174.19,False
484560,Kingdom of the Netherlands,257.54,False
78105e,China,222.04,False
a3904c,United States,213.43,False
151d45,Russian Federation,228.85,False
151d48,Russian Federation,242.14,False
a60fb6,United States,2.06,True
adafb5,United States,269.33,False
aa6914,United States,258.13,False
a4cfb7,United States,4.37,True
a40027,United States,240.47,False
a3afe8,United States,178.03,False
781093,China,239.51,False
a95d96,United States,224.29,False
ac8357,United States,97.0,False
ad5fea,United States,137.97,False
151d54,Russian Federation,137.0,False
aaa68a,United States,232.77,False
151d58,Russian Federation,225.02,False
a068b0,United States,69.94,False
aada4d,United States,6.17,True
abb1c2,United States,5.14,True
c8215f,New Zealand,9.77,True
ac81c6,United States,4.63,True
4b5c19,Switzerland,18.52,True
a7d673,United States,264.46,False
440bcc,Austria,214.33,False
7585cd,Philippines,98.53,False
a3e07a,United States,1.8,True
a2c087,United States,271.08,False
a6b680,United States,33.5,False
4ca9bc,Ireland,160.24,False
4ca9ba,Ireland,293.07,False
ac81d2,United States,203.19,False
c8216e,New Zealand,255.67,False
c08268,Canada,224.55,False
a7d68f,United States,44.03,False
7585a1,Philippines,127.28,False
ae11c9,United States,132.03,False
aa435b,United States,200.26,False
aa568f,United States,117.32,False
a52099,United States,62.14,False
aa568e,United States,222.67,False
aa5694,United States,273.81,False
a10e23,United States,229.05,False
a10e21,United States,0.0,True
0d0c9c,Mexico,216.37,False
7585b3,Philippines,211.07,False
a1b2a8,United States,210.82,False
ad3a5f,United States,72.76,False
ac1a95,United States,257.7,False
a7d630,United States,139.83,False
a96fe9,United States,87.49,False
7c7fe6,Australia,145.48,False
a5468e,United States,92.29,False
a5dcde,United States,249.59,False
a305b0,United States,218.01,False
aa9cca,United States,95.73,False
4950e4,Portugal,252.77,False
aab922,United States,184.31,False
a6a347,United States,282.99,False
841115,Japan,253.18,False
abfa8e,United States,220.07,False
440bc6,Austria,63.96,False
a4008e,United States,206.98,False
4ca9cb,Ireland,259.86,False
a175ba,United States,54.62,False
ad3a7f,United States,268.89,False
ab7613,United States,241.89,False
aaa616,United States,242.27,False
c08887,Canada,119.52,False
c00bd4,Canada,192.78,False
7822cc,China,176.87,False
4841ad,Kingdom of the Netherlands,300.65,False
4bab4e,Turkey,233.7,False
846d0c,Japan,237.67,False
abb7f7,United States,6.69,True
a6dc42,United States,0.06,True
a3d0ce,United States,239.79,False
a883bd,United States,272.49,False
a403df,United States,3.86,False
a6a6fe,United States,264.75,False
a45f8e,United States,209.25,False
400610,United Kingdom,312.25,False
a04819,United States,177.54,False
aa21b1,United States,48.98,False
c00bf7,Canada,0.0,True
7c5c77,Australia,2.57,True
a5cf8b,United States,190.46,False
e49866,Brazil,238.5,False
a776b2,United States,205.73,False
c82810,New Zealand,106.93,False
ac61db,United States,3.86,False
a6a6b7,United States,202.37,False
a69f49,United States,206.19,False
c07516,Canada,10.15,False
a523ab,United States,0.0,True
c01ec6,Canada,227.86,False
a523c6,United States,264.04,False
a08ef0,United States,67.96,False
3b9bb8,France,225.29,False
c8280d,New Zealand,29.44,False
a5cf3c,United States,178.3,False
c82836,New Zealand,98.88,False
c08864,Canada,239.53,False
c08862,Canada,226.97,False
a5cf66,United States,0.06,True
c8281c,New Zealand,243.92,False
c0885e,Canada,228.76,False
c01ee6,Canada,222.63,False
c08857,Canada,198.58,False
a15516,United States,256.24,False
7585ed,Philippines,212.86,False
c08853,Canada,197.79,False
c08851,Canada,77.5,False
c01ebb,Canada,200.84,False
c0751c,Canada,277.31,False
c00ba7,Canada,102.79,False
acb285,United States,74.81,False
a41852,United States,55.56,False
a57eb8,United States,22.43,False
7c39f1,Australia,133.08,False
a07bef,United States,240.86,False
a3e525,United States,2.31,True
758772,Philippines,222.36,False
758771,Philippines,221.92,False
a41840,United States,134.65,False
a07bfa,United States,44.26,False
a33ed6,United States,273.87,False
77170e,Sri Lanka,248.18,False
702f07,Bangladesh,14.92,False
702f06,Bangladesh,9.26,False
702f05,Bangladesh,4.37,False
c82870,New Zealand,112.05,False
c82871,New Zealand,161.7,False
702f02,Bangladesh,10.29,False
a3e541,United States,49.7,False
a08efd,United States,130.41,False
702f12,Bangladesh,5.66,False
a8c0d2,United States,0.0,True
a33eb1,United States,230.86,False
758724,Philippines,1.29,True
758723,Philippines,10.8,True
758722,Philippines,0.32,True
a32bf3,United States,221.11,False
c060bf,Canada,184.55,False
c060be,Canada,222.19,False
c073ef,Canada,61.5,False
c073ea,Canada,127.79,False
c82893,New Zealand,47.35,False
8411a4,Japan,0.0,True
7c5c59,Australia,42.23,False
aa4903,United States,273.69,False
a32bf5,United States,224.14,False
a2c54e,United States,53.56,False
70c105,Oman,298.45,False
c073db,Canada,204.15,False
c060c9,Canada,237.99,False
aa21ef,United States,199.48,False
c060c4,Canada,2.31,True
c060c0,Canada,190.16,False
c060c3,Canada,231.45,False
7822ad,China,258.04,False
7c39fc,Australia,168.73,False
484263,Kingdom of the Netherlands,6.94,True
aacd50,United States,271.42,False
a8d3b0,United States,207.9,False
70c124,Oman,247.18,False
c81594,New Zealand,46.43,False
a27567,United States,150.54,False
a27569,United States,39.3,False
70c11c,Oman,231.07,False
a20bdd,United States,54.33,False
abed37,United States,271.03,False
ac0bc4,United States,214.59,False
781158,China,197.4,False
ad2baa,United States,8.75,True
ac6227,United States,250.33,False
7c1479,Australia,218.16,False
7c146e,Australia,214.85,False
abfefd,United States,250.48,False
ac0bde,United States,240.29,False
ac6243,United States,184.18,False
7c0137,Australia,40.69,False
7c1469,Australia,251.61,False
ac7581,United States,203.76,False
77044d,Sri Lanka,242.42,False
77044e,Sri Lanka,65.92,False
484204,Kingdom of the Netherlands,6.94,True
a9085d,United States,112.97,False
7c6dea,Australia,198.61,False
abebe0,United States,250.27,False
a8986c,United States,183.03,False
ac756c,United States,238.25,False
a7fbb3,United States,297.84,False
ac0bfb,United States,275.74,False
a7650b,United States,184.79,False
a64531,United States,259.9,False
ac6266,United States,146.86,False
702f0f,Bangladesh,2.83,False
acb244,United States,120.04,False
aa7ba6,United States,54.68,False
781199,China,163.2,False
a3e55b,United States,55.11,False
a3e55a,United States,195.39,False
c827a3,New Zealand,169.53,False
a6452a,United States,120.15,False
75879a,Philippines,118.29,False
c01f1e,Canada,124.58,False
a56be4,United States,9.77,True
ac6289,United States,204.62,False
a3e584,United States,207.31,False
758792,Philippines,159.69,False
a06a10,United States,34.33,False
acb0e7,United States,6.17,True
88084c,Thailand,211.42,False
c06183,Canada,202.49,False
88084a,Thailand,220.6,False
880858,Thailand,240.85,False
880857,Thailand,103.31,False
c0617a,Canada,175.55,False
c06178,Canada,241.43,False
84bbdf,Japan,191.74,False
c06177,Canada,174.7,False
c06179,Canada,200.26,False
c06174,Canada,229.99,False
c06173,Canada,186.08,False
880845,Thailand,239.6,False
c0616c,Canada,181.81,False
a657b9,United States,12.35,True
a68d02,United States,199.77,False
c0616e,Canada,229.46,False
880843,Thailand,226.12,False
880841,Thailand,145.5,False
a06a2d,United States,129.4,False
a657bf,United States,262.83,False
c827f1,New Zealand,54.5,False
c0619b,Canada,220.16,False
7609f2,Pakistan,274.43,False
c06196,Canada,221.79,False
c06197,Canada,264.75,False
76d101,Singapore,170.28,False
88085a,Thailand,225.97,False
7586d7,Philippines,117.54,False
76d107,Singapore,242.76,False
70c0f9,Oman,246.42,False
a5bd0b,United States,188.47,False
c0618e,Canada,187.66,False
c0618c,Canada,83.69,False
7c6de9,Australia,143.37,False
7c6de7,Australia,79.51,False
7c6de5,Australia,263.4,False
7c6de3,Australia,225.99,False
c1e437,Canada,9.77,True
a2b1ab,United States,211.88,False
ac1eb1,United States,297.36,False
7c6ddb,Australia,94.1,False
a417fe,United States,197.53,False
7c6dd7,Australia,160.34,False
7c6dd4,Australia,253.09,False
a9087f,United States,205.89,False
7586b0,Philippines,113.92,False
a7a25f,United States,193.75,False
c06167,Canada,278.65,False
a0ba4e,United States,234.5,False
a31a34,United States,3.34,True
aadedb,United States,128.86,False
a3f7b8,United States,190.32,False
ac0ba7,United States,140.77,False
a537b2,United States,221.4,False
c06156,Canada,199.84,False
84bbbd,Japan,195.83,False
4853e2,Kingdom of the Netherlands,56.81,False
7c6db7,Australia,246.95,False
7c6db5,Australia,238.32,False
7c6db3,Australia,222.89,False
ab421a,United States,47.21,False
a06a7e,United States,239.43,False
7c6db0,Australia,262.73,False
78112f,China,210.96,False
7609a8,Pakistan,281.79,False
7c6db9,Australia,249.33,False
aa7e9b,United States,35.5,True
aa7e9a,United States,270.08,False
a08fc1,United States,64.31,False
ab42e6,United States,56.52,False
abdb35,United States,1.29,True
a8d4b0,United States,279.28,False
c05004,Canada,197.2,False
a2fa6a,United States,143.59,False
c05007,Canada,198.07,False
a511f6,United States,221.57,False
a68d97,United States,45.58,False
4baa50,Turkey,225.74,False
ac62cc,United States,215.28,False
aa7e99,United States,192.94,False
c05030,Canada,194.92,False
aa7e7d,United States,127.31,False
7c4a4c,Australia,101.58,False
aa7e7b,United States,4.89,True
3df745,Germany,27.66,False
7810f8,China,98.53,False
3a3443,France,36.7,False
c05029,Canada,52.46,False
aa7e79,United States,203.27,False
c0501e,Canada,223.28,False
ae4e69,United States,1.54,True
aa7e74,United States,267.51,False
a20ca9,United States,52.18,False
a2d92a,United States,222.0,False
add2bc,United States,3.6,False
a07ccb,United States,32.59,False
a0232a,United States,219.71,False
70c0fe,Oman,285.9,False
a21fe4,United States,53.11,False
70c0fa,Oman,277.78,False
add2b6,United States,206.37,False
add2b5,United States,184.39,False
acc5fb,United States,234.93,False
aa7e56,United States,230.5,False
4a1922,Romania,237.87,False
7586fd,Philippines,4.12,True
a5aa20,United States,6.94,True
400774,United Kingdom,252.88,False
c00cd6,Canada,208.27,False
c82726,New Zealand,98.88,False
a68d70,United States,107.9,False
c06312,Canada,192.18,False
a03651,United States,52.75,False
3c7421,Germany,166.54,False
a27676,United States,107.01,False
a5cfa5,United States,267.68,False
3df79c,Germany,56.02,False
add376,United States,200.38,False
c82744,New Zealand,131.06,False
a7ea86,United States,6.43,True
ad705e,United States,0.9,True
a2c635,United States,192.13,False
a0ccea,United States,68.32,False
ac508b,United States,194.59,False
a0cced,United States,69.7,False
ac508c,United States,54.33,False
c82757,New Zealand,225.35,False
a3e658,United States,134.47,False
c82751,New Zealand,52.77,False
a6594f,United States,218.19,False
c8274f,New Zealand,150.3,False
ab68f9,United States,200.32,False
a38367,United States,246.04,False
a92a53,United States,63.06,False
c00d9d,Canada,57.12,False
7cad48,Australia,242.1,False
7cad47,Australia,194.24,False
7cad40,Australia,0.06,True
7cad41,Australia,4.63,True
88808c,Viet Nam,211.96,False
a44cda,United States,210.41,False
ad2e37,United States,67.66,False
c81450,New Zealand,58.17,False
888098,Viet Nam,222.55,False
888095,Viet Nam,211.24,False
8678e2,Japan,200.76,False
a7b4f2,United States,222.9,False
a44cca,United States,223.67,False
abb8ea,United States,207.79,False
a6ca7f,United States,213.01,False
3a46b9,France,40.75,False
acc5aa,United States,221.42,False
3a46b2,France,66.27,False
3a46b3,France,77.01,False
7c4a26,Australia,54.65,False
a9f4c6,United States,193.11,False
7c4a09,Australia,122.71,False
484368,Kingdom of the Netherlands,252.5,False
a3965c,United States,205.57,False
88809a,Viet Nam,220.42,False
7c0274,Australia,63.1,False
aba64a,United States,45.13,False
a76683,United States,214.54,False
4005c1,United Kingdom,1.8,True
a8c329,United States,241.73,False
a62041,United States,61.01,False
ac0cf8,United States,188.41,False
e495cf,Brazil,237.99,False
ac501e,United States,178.02,False
770590,Sri Lanka,258.3,False
770591,Sri Lanka,233.27,False
770593,Sri Lanka,216.75,False
e495b2,Brazil,228.55,False
ab436f,United States,275.38,False
ab4383,United States,197.08,False
770588,Sri Lanka,261.34,False
ad2ce1,United States,32.92,True
ac767c,United States,280.18,False
a3f8a1,United States,180.57,False
a288e4,United States,188.92,False
aca01a,United States,233.32,False
acc692,United States,62.9,False
a20e38,United States,235.73,False
a20e32,United States,73.54,False
a022c6,United States,0.06,True
ac5066,United States,167.65,False
a19e68,United States,249.82,False
aa3646,United States,135.9,False
c8018e,New Zealand,65.33,False
e84075,Ecuador,223.0,False
aa8fd8,United States,48.53,False
a0ce0a,United States,81.0,False
a64684,United States,0.0,True
4005ba,United Kingdom,314.2,False
ab5606,United States,46.66,False
a262ad,United States,215.91,False
7c1522,Australia,74.43,False
aa7e16,United States,8.23,True
a18b71,United States,234.05,False
4bbd07,Turkey,256.16,False
4bbd04,Turkey,224.88,False
c1e59f,Canada,1.29,True
a1db22,United States,243.96,False
abb930,United States,278.52,False
a288ff,United States,206.03,False
a1a5d6,United States,5.4,True
a418bf,United States,177.82,False
ac760d,United States,219.49,False
c1e57a,Canada,1.29,True
3a2219,France,46.77,False
a2b2da,United States,259.07,False
0d09b9,Mexico,230.59,False
7587cb,Philippines,142.61,False
4ca7d8,Ireland,4.89,True
c07588,Canada,56.68,False
7c5bc7,Australia,80.97,False
4a04e3,Romania,211.33,False
a32e8c,United States,0.06,True
76d256,Singapore,230.53,False
78123c,China,182.74,False
a56e0d,United States,175.01,False
ad9642,United States,211.02,False
86796c,Japan,179.42,False
a44e59,United States,227.56,False
78124c,China,3.86,True
a1ea70,United States,116.66,False
c01cae,Canada,211.48,False
888185,Viet Nam,192.96,False
7811f1,China,221.28,False
888183,Viet Nam,241.17,False
c0730e,Canada,0.06,True
88816a,Viet Nam,233.28,False
a44a48,United States,221.97,False
abb5bf,United States,211.17,False
c08634,Canada,45.47,False
a654cb,United States,0.0,True
888176,Viet Nam,245.03,False
a414e8,United States,251.3,False
88815c,Viet Nam,221.9,False
a521bc,United States,0.06,True
a82d14,United States,225.1,False
abeb31,United States,212.81,False
a56a56,United States,2.57,True
5084d1,Ukraine,226.48,False
a6ed3b,United States,218.23,False
c811de,New Zealand,78.66,False
ad2b20,United States,76.04,False
a894b5,United States,209.83,False
a641b6,United States,225.01,False
ac85ce,United States,205.08,False
acd5ad,United States,31.9,True
abb5e6,United States,180.94,False
abb5ec,United States,199.95,False
88812a,Viet Nam,39.35,False
ae4b39,United States,31.08,False
a8d27e,United States,201.65,False
c02fb8,Canada,222.61,False
ac0b61,United States,192.88,False
ab9b81,United States,213.24,False
888167,Viet Nam,248.33,False
888165,Viet Nam,73.28,False
a05940,United States,207.06,False
a57d52,United States,228.66,False
ade2b5,United States,195.43,False
c02fd8,Canada,82.64,False
c02fd5,Canada,85.1,False
ac0b96,United States,6.43,True
a09fc4,United States,243.29,False
a2d615,United States,250.09,False
7cae0a,Australia,221.17,False
86ec40,Japan,0.0,True
a904f5,United States,47.33,False
7cae09,Australia,234.09,False
7cae06,Australia,62.44,False
a8e4e9,United States,304.37,False
7c28cc,Australia,77.86,False
7cf07a,Australia,2.83,True
a6692d,United States,252.85,False
ac607a,United States,75.46,False
7811a3,China,240.36,False
a4bfc1,United States,243.33,False
a7fa70,United States,245.72,False
a0a967,United States,230.38,False
76d1c6,Singapore,209.5,False
a2732e,United States,27.4,False
a1c997,United States,6.94,True
a03398,United States,0.0,True
a54904,United States,85.0,False
a0205c,United States,65.07,False
88819e,Viet Nam,216.23,False
ac98c1,United States,196.31,False
a0a98a,United States,117.02,False
a04692,United States,243.92,False
ab9b13,United States,207.65,False
485343,Kingdom of the Netherlands,245.89,False
a6ed7f,United States,201.74,False
a04695,United States,196.5,False
c80010,New Zealand,47.67,False
abfe12,United States,5.66,True
c8132a,New Zealand,27.31,False
a7fa2d,United States,228.02,False
ab52a2,United States,141.23,False
485341,Kingdom of the Netherlands,246.49,False
ac1e2d,United States,216.24,False
abb5a3,United States,228.48,False
aaa96f,United States,219.97,False
a5dfee,United States,142.44,False
e494b3,Brazil,243.18,False
a95fbe,United States,144.5,False
4bcde6,Turkey,231.24,False
c084b8,Canada,97.37,False
a2c35b,United States,4.89,True
781392,China,174.9,False
ac2fea,United States,236.8,False
4bcdeb,Turkey,220.66,False
a27380,United States,214.2,False
abfcb6,United States,253.66,False
c084a3,Canada,1.54,True
78005d,China,224.21,False
ab400f,United States,197.01,False
aba30b,United States,189.25,False
a2869c,United States,8.23,True
841442,Japan,230.14,False
a0339f,United States,187.49,False
aa8cb2,United States,0.0,True
a82cc9,United States,90.63,False
c084b9,Canada,242.9,False
14fa18,Russian Federation,222.31,False
c00a0b,Canada,237.74,False
a38019,United States,79.24,False
86eb72,Japan,257.72,False
acc31a,United States,96.21,False
acc330,United States,164.46,False
e494f7,Brazil,222.89,False
a5363e,United States,280.04,False
424382,United Kingdom,171.42,False
424381,United Kingdom,209.52,False
ace96a,United States,250.94,False
a4acae,United States,0.0,True
78009b,China,218.03,False
a64305,United States,240.3,False
ab5383,United States,212.46,False
a2b05b,United States,0.0,True
86eb94,Japan,206.85,False
a2b060,United States,255.61,False
a6ffc3,United States,208.71,False
a7d928,United States,54.23,False
ab538b,United States,132.07,False
a5232b,United States,0.0,True
a07b3e,United States,188.8,False
a8d365,United States,6.17,True
781307,China,68.77,False
424330,United Kingdom,215.63,False
ae01d7,United States,289.58,False
a7506a,United States,75.17,False
a9067b,United States,267.34,False
888127,Viet Nam,72.8,False
781326,China,133.23,False
aaa90c,United States,245.04,False
888124,Viet Nam,242.26,False
a87078,United States,223.47,False
a0de31,United States,276.88,False
a33e08,United States,3.34,True
846f00,Japan,273.3,False
a19b18,United States,85.27,False
a0a8df,United States,193.1,False
781347,China,211.01,False
c08569,Canada,61.91,False
781343,China,218.21,False
c08567,Canada,0.9,True
a0de99,United States,8.23,True
7c5cf8,Australia,63.28,False
4851ae,Kingdom of the Netherlands,297.41,False
abb601,United States,7.2,True
a272bf,United States,197.19,False
a6ecf2,United States,48.68,False
a6ecdf,United States,49.05,False
ac2fc3,United States,273.93,False
aa466f,United States,74.72,False
a94cbe,United States,43.02,False
78136b,China,29.94,False
abb624,United States,222.17,False
a33e3b,United States,67.52,False
ac0c41,United States,273.13,False
4ca5c6,Ireland,278.16,False
a402dd,United States,278.09,False
501c0c,Croatia,98.21,False
e4950e,Brazil,187.78,False
e49523,Brazil,229.44,False
aa7c64,United States,187.88,False
e49525,Brazil,230.74,False
ab53e4,United States,252.98,False
e4952d,Brazil,212.21,False
a82e2e,United States,172.09,False
a44b56,United States,138.27,False
a81b2a,United States,243.41,False
