icao24,origin_country,velocity,on_ground
a5c12e,United States,0.77,True
a356f6,United States,258.73,False
a330a0,United States,13.89,True
780abe,China,217.11,False
780aba,China,101.66,False
780ad1,China,251.07,False
a88df0,United States,236.45,False
aaf831,United States,246.18,False
7c7891,Australia,217.88,False
a27f7f,United States,217.52,False
a5716f,United States,87.69,False
e80428,Chile,83.55,False
a356db,United States,223.52,False
7c7889,Australia,230.58,False
7c7888,Australia,271.75,False
7c7887,Australia,146.58,False
abaeb2,United States,239.18,False
885967,Thailand,118.25,False
885968,Thailand,217.92,False
a27f85,United States,60.56,False
a4b49c,United States,255.87,False
885964,Thailand,248.92,False
4ac8da,Sweden,265.65,False
485f82,Kingdom of the Netherlands,55.91,False
406590,United Kingdom,270.26,False
a70151,United States,212.86,False
780aec,China,245.46,False
a02c91,United States,0.06,True
a369ee,United States,140.44,False
a87c12,United States,96.41,False
461f9c,Finland,262.25,False
ac36cc,United States,198.18,False
ab4c4b,United States,204.8,False
a1f0c0,United States,25.87,False
34510a,Spain,274.5,False
8a09c9,Indonesia,86.99,False
c06aac,Canada,224.1,False
aae3d4,United States,278.91,False
a690a8,United States,181.14,False
a3dc8e,United States,107.31,False
740825,Jordan,329.35,False
a38c64,United States,193.16,False
a76f6c,United States,95.21,False
a9c9a5,United States,280.23,False
ac36ef,United States,192.68,False
e48db0,Brazil,227.63,False
345109,Spain,223.06,False
e80407,Chile,240.09,False
345103,Spain,262.12,False
c06aa9,Canada,226.27,False
461f4a,Finland,252.13,False
a3dc34,United States,267.63,False
461f64,Finland,276.91,False
461f65,Finland,239.62,False
a8a9a6,United States,38.43,False
781ea7,China,202.89,False
461f5a,Finland,251.1,False
a7bf22,United States,206.28,False
0d104d,Mexico,43.65,False
a4c6e2,United States,48.12,False
ac10d8,United States,246.5,False
7500c8,Malaysia,224.8,False
7c7800,Australia,228.27,False
781eb7,China,218.37,False
a76f46,United States,191.06,False
461f49,Finland,1.29,True
781ebc,China,234.7,False
aa818d,United States,178.81,False
461f56,Finland,274.18,False
461f52,Finland,302.35,False
461f54,Finland,236.49,False
461f0c,Finland,240.47,False
75022b,Malaysia,230.79,False
a35854,United States,107.01,False
7c63a2,Australia,86.04,False
750238,Malaysia,208.48,False
750237,Malaysia,245.88,False
a3eeb0,United States,237.99,False
a23872,United States,267.36,False
a26ba5,United States,53.78,False
4b990e,Turkey,84.37,False
a35843,United States,210.48,False
0d100a,Mexico,0.0,True
750220,Malaysia,241.56,False
ac1190,United States,210.06,False
75020a,Malaysia,225.91,False
461f08,Finland,197.33,False
750211,Malaysia,103.34,False
ac117b,United States,38.2,True
75021f,Malaysia,217.1,False
780c58,China,248.71,False
76cc61,Singapore,86.1,False
76cc64,Singapore,244.56,False
a4c849,United States,68.42,False
76cc69,Singapore,204.88,False
ab5f1b,United States,185.26,False
781f90,China,171.45,False
c035f8,Canada,234.61,False
a7ac54,United States,231.6,False
780c64,China,154.79,False
76cc79,Singapore,252.9,False
a2bbac,United States,284.85,False
7c63be,Australia,65.41,False
ac36a9,United States,217.41,False
750209,Malaysia,192.62,False
76cc83,Singapore,93.15,False
a33222,United States,159.48,False
750205,Malaysia,228.09,False
780c6b,China,78.46,False
ab4c0c,United States,50.99,False
e06459,Argentina,122.59,False
a34542,United States,54.94,False
a9ff49,United States,126.26,False
a09590,United States,0.06,True
ac7f41,United States,6.69,True
a33272,United States,260.89,False
a7286b,United States,210.51,False
c81cf0,New Zealand,48.88,False
a51bf5,United States,12.36,False
e48e55,Brazil,235.57,False
e48e49,Brazil,212.5,False
a95538,United States,118.24,False
840df8,Japan,23.66,True
a5d570,United States,226.21,False
a63bf4,United States,188.94,False
7c4050,Australia,89.06,False
a3323d,United States,202.69,False
abafff,United States,9.77,True
a7bee1,United States,134.33,False
ac134a,United States,211.96,False
507cac,Uzbekistan,211.47,False
ac0027,United States,262.33,False
a82215,United States,294.66,False
872720,Japan,227.79,False
75029c,Malaysia,188.87,False
a3323a,United States,47.87,False
a8352b,United States,252.39,False
a33243,United States,94.45,False
a3eee9,United States,41.92,False
750280,Malaysia,121.52,False
76cd02,Singapore,243.33,False
76cd07,Singapore,215.31,False
76cd06,Singapore,268.89,False
aa8315,United States,251.83,False
aac03d,United States,237.5,False
a72841,United States,75.05,False
a96817,United States,212.59,False
76cd14,Singapore,116.27,False
7c78ac,Australia,237.99,False
7c78ab,Australia,148.79,False
7c78aa,Australia,0.0,True
abe030,United States,0.0,True
75027f,Malaysia,228.61,False
7c78ae,Australia,186.49,False
75027c,Malaysia,87.46,False
a96823,United States,20.06,True
aa2ca9,United States,244.4,False
7c78a9,Australia,0.0,True
7c78a8,Australia,205.61,False
750264,Malaysia,262.74,False
44ccc2,Belgium,239.78,False
44ccc8,Belgium,238.43,False
abf375,United States,197.23,False
44ccc3,Belgium,247.23,False
750258,Malaysia,234.56,False
a6f50c,United States,33.55,False
7c78b2,Australia,237.02,False
a57229,United States,216.14,False
7c78b0,Australia,76.58,False
4078de,United Kingdom,279.31,False
44ccd1,Belgium,250.4,False
44ccd8,Belgium,256.39,False
44ccca,Belgium,242.13,False
76cd41,Singapore,246.57,False
a9ec7f,United States,189.9,False
76cd42,Singapore,251.46,False
780ba9,China,211.95,False
a37a02,United States,144.05,False
c81e00,New Zealand,25.47,False
ac5a94,United States,240.46,False
84b495,Japan,0.77,True
7c5302,Australia,160.68,False
c81e29,New Zealand,130.16,False
c81e27,New Zealand,0.0,True
7c5307,Australia,35.5,True
a081a3,United States,133.74,False
c81e2c,New Zealand,67.52,False
ac7fa0,United States,96.47,False
aae612,United States,41.21,False
ac7faf,United States,215.16,False
c81e3c,New Zealand,63.74,False
a9b85b,United States,196.57,False
a94236,United States,208.09,False
aaf960,United States,174.33,False
ab1971,United States,284.92,False
7c5357,Australia,188.71,False
a83569,United States,92.18,False
780bef,China,171.83,False
ab5fdd,United States,228.14,False
a081ca,United States,3.6,True
a38d49,United States,23.66,True
a1f1a0,United States,276.81,False
a96877,United States,197.4,False
84c790,Japan,269.33,False
84b473,Japan,222.31,False
e80329,Chile,232.08,False
c07ee6,Canada,131.01,False
c07ee4,Canada,187.48,False
ac24c5,United States,262.79,False
c07ee0,Canada,268.64,False
0201a0,Morocco,248.07,False
c07eda,Canada,8.75,True
a03fb8,United States,53.79,False
c80b68,New Zealand,24.75,False
a7ad0d,United States,253.41,False
ab04f9,United States,89.8,False
ac24e4,United States,163.13,False
a967b4,United States,70.22,False
acaa0d,United States,252.77,False
a1f1de,United States,66.53,False
781fa5,China,258.63,False
a211ef,United States,251.67,False
a331d0,United States,58.68,False
c07eef,Canada,224.23,False
c07eee,Canada,232.16,False
ad44bc,United States,226.31,False
7501fd,Malaysia,245.08,False
407992,United Kingdom,233.62,False
840e10,Japan,178.52,False
a3ca1a,United States,89.49,False
86e036,Japan,224.09,False
aa2d14,United States,209.55,False
780ca4,China,205.53,False
7501e6,Malaysia,239.11,False
a0f91d,United States,194.89,False
a63d42,United States,234.07,False
780cb5,China,222.77,False
7501f9,Malaysia,233.09,False
a02cb5,United States,0.0,True
a51d6f,United States,257.2,False
e0b391,Argentina,234.21,False
76cd45,Singapore,251.28,False
c010ec,Canada,222.53,False
a26cbe,United States,55.07,False
c010ea,Canada,3.86,True
152060,Russian Federation,210.19,False
76cd48,Singapore,251.1,False
8832b6,Thailand,77.8,False
a1afec,United States,249.76,False
7c77f7,Australia,99.75,False
a22669,United States,244.75,False
a8cd9a,United States,76.06,False
15205b,Russian Federation,30.63,False
780d51,China,230.79,False
a99d89,United States,233.9,False
8832cb,Thailand,250.16,False
a99d87,United States,207.0,False
8832d5,Thailand,5.14,True
15206f,Russian Federation,23.83,False
a5994d,United States,175.82,False
8832d4,Thailand,126.96,False
76cd72,Singapore,252.39,False
750333,Malaysia,236.6,False
8832ba,Thailand,100.22,False
a3dcc2,United States,239.41,False
a35949,United States,255.51,False
a0d319,United States,41.49,False
a9ed46,United States,57.98,False
a9a4c2,United States,92.95,False
aa1a81,United States,82.51,False
750324,Malaysia,232.43,False
152026,Russian Federation,222.37,False
c010cb,Canada,275.04,False
c010e4,Canada,189.88,False
a33339,United States,207.54,False
a4795a,United States,244.16,False
8462ee,Japan,77.34,False
a5991e,United States,229.55,False
ab04bb,United States,0.0,True
15203d,Russian Federation,220.5,False
a7ad84,United States,237.67,False
4b8533,Turkey,227.22,False
a33328,United States,203.9,False
a3a93b,United States,61.81,False
a4794e,United States,226.82,False
a33327,United States,248.01,False
040190,Ethiopia,243.24,False
899085,Taiwan,217.51,False
a92d6d,United States,200.76,False
c1e98a,Canada,2.31,True
040188,Ethiopia,240.9,False
899082,Taiwan,227.03,False
ade8fa,United States,212.89,False
7800ff,China,241.99,False
89907c,Taiwan,55.94,False
89907e,Taiwan,153.34,False
ac52ff,United States,107.34,False
89907a,Taiwan,227.94,False
a2c90d,United States,246.56,False
ac9b82,United States,177.49,False
a874e1,United States,264.57,False
a80d70,United States,191.9,False
899095,Taiwan,273.35,False
a42a97,United States,115.69,False
ac9b88,United States,35.68,False
a2791e,United States,225.46,False
89904f,Taiwan,193.56,False
c04051,Canada,231.68,False
c1e995,Canada,1.03,True
c8193a,New Zealand,35.73,False
899072,Taiwan,57.77,False
781502,China,132.79,False
4bcd86,Turkey,231.13,False
c07995,Canada,302.61,False
0d085d,Mexico,70.41,False
a32fda,United States,157.88,False
c1e956,Canada,18.52,True
a887e0,United States,202.05,False
040142,Ethiopia,256.39,False
406ec9,United Kingdom,249.85,False
a32ff6,United States,0.0,True
c81958,New Zealand,116.54,False
04014b,Ethiopia,256.06,False
c1e972,Canada,17.49,True
04014e,Ethiopia,271.32,False
899059,Taiwan,198.42,False
a874a4,United States,117.3,False
c8195a,New Zealand,112.9,False
899057,Taiwan,185.65,False
899053,Taiwan,223.84,False
aa6e81,United States,94.95,False
a38633,United States,211.39,False
a887fd,United States,67.08,False
89900d,Taiwan,139.14,False
c0534e,Canada,228.38,False
a1463a,United States,214.21,False
899029,Taiwan,216.03,False
899022,Taiwan,151.75,False
899020,Taiwan,245.0,False
040123,Ethiopia,248.45,False
780204,China,243.0,False
c1e93f,Canada,3.6,True
49d3d3,Czech Republic,226.4,False
04012a,Ethiopia,240.93,False
899036,Taiwan,0.0,True
78152e,China,151.29,False
a5bfce,United States,74.68,False
0d081c,Mexico,196.32,False
a75633,United States,64.19,False
a75634,United States,203.38,False
c00fab,Canada,216.69,False
a6496b,United States,123.79,False
406f73,United Kingdom,239.06,False
406f78,United Kingdom,141.46,False
a6dfaa,United States,213.24,False
a2668b,United States,111.33,False
7813bd,China,243.33,False
a3b028,United States,247.83,False
c07971,Canada,0.0,True
7800a3,China,250.07,False
a12030,United States,134.36,False
a1dcf2,United States,65.58,False
3a4494,France,248.01,False
881b69,Thailand,152.64,False
a7a616,United States,264.91,False
7c3a00,Australia,11.83,True
a50369,United States,93.36,False
a038c0,United States,2.57,True
7813f9,China,261.58,False
c07915,Canada,67.41,False
a37389,United States,212.89,False
a76909,United States,75.24,False
ab7b67,United States,57.78,False
ab7b63,United States,14.4,True
486449,Kingdom of the Netherlands,22.02,False
a3e95d,United States,4.63,True
ab7b70,United States,228.49,False
a7da9c,United States,202.72,False
ac65fb,United States,262.61,False
aa2701,United States,225.98,False
a0008c,United States,132.27,False
a9d1c7,United States,46.61,False
a05b1a,United States,201.63,False
c818a7,New Zealand,54.96,False
c051e6,Canada,304.42,False
ac668d,United States,123.21,False
508404,Ukraine,216.94,False
a48075,United States,54.79,False
c051d1,Canada,252.49,False
add66d,United States,216.42,False
a158c9,United States,210.98,False
ac537f,United States,261.0,False
508429,Ukraine,195.05,False
8881de,Viet Nam,118.46,False
a1cb31,United States,42.05,False
a385c8,United States,227.01,False
a7565f,United States,51.56,False
394a04,France,212.59,False
a50370,United States,298.86,False
394a07,France,218.35,False
394a05,France,265.91,False
a4e35f,United States,256.08,False
394a11,France,250.43,False
aa265e,United States,54.11,False
c805cc,New Zealand,48.72,False
a6ccf9,United States,0.06,True
a3b05d,United States,255.38,False
7814b4,China,241.58,False
a2c8bb,United States,77.48,False
a6235b,United States,245.83,False
7c4d02,Australia,62.97,False
a2fe21,United States,190.44,False
a1cb05,United States,281.67,False
a4e389,United States,165.02,False
8881f3,Viet Nam,191.85,False
8881f2,Viet Nam,186.13,False
780212,China,5.92,True
aa6e58,United States,2.57,True
780218,China,239.68,False
a5ae2f,United States,123.79,False
aba92f,United States,55.93,False
5082ef,Ukraine,225.24,False
3c70cb,Germany,245.55,False
a385ee,United States,3.09,True
a3c2be,United States,211.62,False
0d06a7,Mexico,64.17,False
a42b32,United States,23.66,True
a7db08,United States,240.17,False
780237,China,233.13,False
a875ab,United States,81.59,False
a43e60,United States,203.02,False
394a0a,France,237.26,False
78022e,China,266.49,False
040204,Ethiopia,253.47,False
040203,Ethiopia,246.5,False
abefba,United States,249.21,False
a622bc,United States,221.19,False
ac7975,United States,5.14,True
a385e3,United States,51.81,False
ad2fd0,United States,247.1,False
acc95c,United States,7.72,True
78157f,China,255.71,False
a492ea,United States,65.85,False
ac5326,United States,249.67,False
78157c,China,115.31,False
780260,China,236.7,False
a4f5a0,United States,250.61,False
a3e8dc,United States,208.44,False
a4f5a7,United States,222.53,False
a06db4,United States,218.21,False
a768c2,United States,244.01,False
3c70c8,Germany,250.01,False
a648d2,United States,55.34,False
c1e898,Canada,5.92,True
ac5349,United States,143.69,False
a14700,United States,0.32,True
ad1cde,United States,215.98,False
a0275c,United States,210.35,False
040065,Ethiopia,279.48,False
a31da1,United States,130.19,False
aca3e6,United States,87.33,False
a742ec,United States,174.56,False
a06ded,United States,52.61,False
781601,China,244.16,False
4ba9ce,Turkey,203.61,False
a91b44,United States,168.69,False
4ba9cd,Turkey,254.06,False
71c014,Republic of Korea,201.9,False
71c012,Republic of Korea,198.09,False
71c013,Republic of Korea,185.37,False
71c010,Republic of Korea,274.8,False
040045,Ethiopia,277.82,False
845f9f,Japan,223.99,False
881c08,Thailand,98.23,False
781618,China,112.14,False
a2eb9e,United States,52.67,False
4ba9da,Turkey,192.41,False
ad60e9,United States,53.7,False
71c002,Republic of Korea,221.23,False
a2676f,United States,207.15,False
781621,China,202.05,False
89914c,Taiwan,91.77,False
89914f,Taiwan,3.09,True
a2a41e,United States,8.75,True
a36105,United States,177.64,False
502d59,Latvia,0.0,True
780300,China,136.89,False
a80e4e,United States,128.11,False
89912e,Taiwan,243.65,False
89912b,Taiwan,286.79,False
89912d,Taiwan,253.92,False
86ef06,Japan,224.34,False
0d0771,Mexico,216.23,False
a1ddbb,United States,0.0,True
acb827,United States,217.97,False
acb824,United States,201.24,False
89913c,Taiwan,120.0,False
a3871e,United States,178.29,False
a1210a,United States,45.42,False
a7b8fb,United States,40.57,False
aa6f80,United States,130.77,False
7814bd,China,185.56,False
8990a2,Taiwan,235.28,False
8990a1,Taiwan,7.2,True
aaac21,United States,202.67,False
a54aaa,United States,4.89,True
a54aae,United States,220.76,False
ac66aa,United States,233.13,False
7801a3,China,265.75,False
aba9e7,United States,236.57,False
a3b11e,United States,142.49,False
71c072,Republic of Korea,112.56,False
a79dc4,United States,271.39,False
7c4e88,Australia,48.32,False
71c077,Republic of Korea,215.75,False
c05403,Canada,247.99,False
aa5bc5,United States,3.6,True
a31dfc,United States,130.27,False
7801b6,China,215.56,False
7814e8,China,235.28,False
7801b4,China,6.94,True
7801b5,China,151.45,False
ac79ef,United States,52.18,False
8990ad,Taiwan,5.66,True
71c062,Republic of Korea,153.95,False
a3b140,United States,256.12,False
ac53b2,United States,7.72,True
7c05d3,Australia,69.27,False
ac9c39,United States,40.21,False
a66ac3,United States,254.33,False
a1213d,United States,28.81,False
7801c6,China,128.16,False
ad73a9,United States,222.04,False
7801c1,China,260.37,False
a99703,United States,113.89,False
7801c9,China,5.66,True
aa6ed1,United States,238.4,False
ac66dc,United States,224.88,False
ad99f9,United States,0.0,True
71c087,Republic of Korea,208.39,False
71c085,Republic of Korea,211.78,False
a80dac,United States,188.49,False
7801cc,China,244.02,False
7814fe,China,181.06,False
71c034,Republic of Korea,180.12,False
c06709,Canada,220.71,False
71c031,Republic of Korea,192.78,False
a026c9,United States,68.4,False
a0bf26,United States,290.58,False
86ef4a,Japan,233.62,False
ac53f8,United States,254.96,False
aca3d1,United States,274.97,False
a3615f,United States,218.73,False
71c050,Republic of Korea,208.15,False
c06724,Canada,255.41,False
040088,Ethiopia,262.48,False
ac9c76,United States,8.62,False
ab20df,United States,211.41,False
71c044,Republic of Korea,241.35,False
a91adc,United States,46.31,False
a9d44c,United States,228.44,False
845dee,Japan,119.87,False
851120,Japan,238.63,False
a769a3,United States,157.32,False
882da5,Thailand,8.23,True
a97128,United States,84.08,False
ac79a3,United States,78.63,False
a92dfc,United States,261.62,False
a06f5a,United States,197.94,False
7815a1,China,254.72,False
add790,United States,218.17,False
c817bd,New Zealand,51.32,False
a120af,United States,57.7,False
ab8f0d,United States,195.73,False
a8c759,United States,235.35,False
a373b7,United States,212.27,False
a91ab7,United States,254.77,False
7c4e42,Australia,53.98,False
49d41e,Czech Republic,214.77,False
ac79c7,United States,63.82,False
a43f3c,United States,70.21,False
845daa,Japan,179.18,False
a1cc1f,United States,206.12,False
a43f2e,United States,268.25,False
a013e8,United States,212.11,False
c052ca,Canada,99.51,False
aa2792,United States,54.55,False
a06f8a,United States,5.14,True
ab59f4,United States,276.34,False
7815d9,China,217.85,False
c1e8d3,Canada,1.54,True
aa276a,United States,219.86,False
0d05e4,Mexico,227.81,False
a17c65,United States,193.46,False
a013ee,United States,273.1,False
c1e8bb,Canada,6.94,True
c052d3,Canada,227.26,False
aaac0c,United States,51.56,False
89910a,Taiwan,215.63,False
851186,Japan,0.0,True
899118,Taiwan,196.48,False
040106,Ethiopia,279.45,False
899126,Taiwan,184.09,False
899122,Taiwan,126.35,False
c078ba,Canada,244.93,False
a43f7d,United States,186.12,False
a360b7,United States,8.75,True
aa39fd,United States,207.1,False
c804e4,New Zealand,49.29,False
899130,Taiwan,8.75,True
a78c43,United States,194.63,False
899103,Taiwan,287.7,False
ad1db5,United States,65.07,False
781698,China,3.45,False
845f30,Japan,174.1,False
a0ac92,United States,8.23,True
899116,Taiwan,222.99,False
78168c,China,245.57,False
ad8766,United States,165.12,False
851142,Japan,134.31,False
ab7ae4,United States,8.75,True
add734,United States,215.86,False
ab2144,United States,78.22,False
78037b,China,234.22,False
a4f6d4,United States,0.0,True
a516e5,United States,69.7,False
e486c3,Brazil,232.68,False
c078c2,Canada,249.65,False
ad6116,United States,131.71,False
aaaaee,United States,60.14,False
c078b2,Canada,259.13,False
a8d5bd,United States,226.78,False
ae06db,United States,130.75,False
8511a8,Japan,0.0,True
4ba8ce,Turkey,64.42,False
abdc56,United States,243.62,False
4ba8e3,Turkey,262.33,False
a67b81,United States,216.78,False
4b8e47,Turkey,254.77,False
a752bf,United States,75.83,False
8404fa,Japan,31.08,False
abef98,United States,207.98,False
ad83f3,United States,230.12,False
aa10ba,United States,90.51,False
ac50d1,United States,180.3,False
ad70ba,United States,200.47,False
a92b0c,United States,73.12,False
abdc78,United States,245.67,False
a79b5b,United States,237.2,False
c81711,New Zealand,90.58,False
781737,China,272.82,False
add3dc,United States,174.95,False
a3e5fa,United States,232.48,False
add3d9,United States,207.63,False
a03796,United States,33.39,False
a3d2e5,United States,196.42,False
a8d5a0,United States,188.43,False
a752b3,United States,263.26,False
a20da6,United States,114.95,False
aa23b3,United States,193.53,False
a03765,United States,210.2,False
a27737,United States,192.34,False
aa7f4e,United States,262.71,False
7c4ec7,Australia,0.0,True
a4f2d3,United States,245.12,False
c00dce,Canada,241.81,False
a1440c,United States,203.79,False
a68e7c,United States,181.52,False
7c0841,Australia,83.89,False
a18ada,United States,204.76,False
ac0f26,United States,176.42,False
abb9b2,United States,197.75,False
c80429,New Zealand,47.85,False
7815f9,China,252.04,False
8991d9,Taiwan,186.36,False
7802ba,China,229.35,False
aa7ec2,United States,202.05,False
a1314e,United States,198.62,False
c06403,Canada,175.59,False
a44db3,United States,104.43,False
ab9f54,United States,203.61,False
8991a8,Taiwan,140.37,False
8991b5,Taiwan,151.72,False
c07721,Canada,246.34,False
abb9df,United States,231.5,False
abef2f,United States,202.05,False
c00da8,Canada,224.47,False
aabc30,United States,92.03,False
8991b9,Taiwan,210.51,False
49d1cd,Czech Republic,130.77,False
ad1c16,United States,208.02,False
ad1c11,United States,202.86,False
406d7a,United Kingdom,284.87,False
a2a144,United States,165.89,False
a40797,United States,154.83,False
406d78,United Kingdom,0.0,True
ae4f26,United States,1.85,False
acfc00,United States,236.17,False
ae4f20,United States,29.47,False
abef54,United States,232.46,False
a4077d,United States,272.73,False
acc6d1,United States,121.41,False
0acac0,Colombia,220.78,False
acc6cc,United States,38.88,False
a3845c,United States,81.5,False
a52736,United States,289.79,False
ac0f6c,United States,148.98,False
ac76f2,United States,235.62,False
ac0f93,United States,214.26,False
a39781,United States,256.3,False
a992cf,United States,167.94,False
a3711a,United States,161.57,False
ab8c6d,United States,0.0,True
a9942e,United States,68.63,False
85120e,Japan,244.41,False
a2519f,United States,6.43,True
4ba956,Turkey,297.14,False
aba784,United States,61.95,False
4ba952,Turkey,268.02,False
7c19c9,Australia,125.42,False
ab4489,United States,282.63,False
c00e6c,Canada,193.93,False
a88774,United States,231.96,False
4b3303,Switzerland,0.0,True
7816a2,China,209.14,False
c1e5bf,Canada,0.06,True
aa6ade,United States,0.64,True
a07f60,United States,264.59,False
a8d76b,United States,120.28,False
c829ab,New Zealand,246.97,False
840587,Japan,77.73,False
a50192,United States,182.59,False
7cf496,Australia,2.06,True
acb469,United States,140.64,False
c829bc,New Zealand,57.11,False
a2b47f,United States,222.36,False
4ba949,Turkey,293.72,False
4ba948,Turkey,261.37,False
7cf480,Australia,1.29,True
8990e7,Taiwan,0.06,True
845ebc,Japan,108.42,False
8990e1,Taiwan,146.82,False
aa7df3,United States,201.54,False
8990dc,Taiwan,253.41,False
add462,United States,122.25,False
a5012d,United States,214.49,False
4ba99a,Turkey,58.66,False
8990f7,Taiwan,126.67,False
8990f6,Taiwan,114.1,False
881c9a,Thailand,55.38,False
7c06c9,Australia,73.07,False
a143c6,United States,259.36,False
8990ed,Taiwan,249.9,False
7803ab,China,68.33,False
8990c0,Taiwan,10.29,True
ac0f03,United States,2.06,True
49d327,Czech Republic,237.9,False
a32f1b,United States,79.77,False
c00e5c,Canada,220.07,False
8990d6,Taiwan,247.12,False
8990d0,Taiwan,246.28,False
a3c15d,United States,207.09,False
8990ca,Taiwan,58.22,False
c05099,Canada,9.26,True
a263dc,United States,132.89,False
a32f82,United States,277.03,False
a143f9,United States,53.31,False
781799,China,228.36,False
a526e6,United States,209.44,False
aa7f2b,United States,190.39,False
78178b,China,175.95,False
a899a2,United States,275.8,False
aa7f28,United States,214.04,False
a2b3a2,United States,189.95,False
aa7f23,United States,0.0,True
a81f1f,United States,216.77,False
a779eb,United States,215.23,False
c00e15,Canada,261.15,False
c00e14,Canada,220.67,False
a143e9,United States,262.07,False
a1dc2a,United States,208.36,False
aa7f05,United States,202.01,False
aa7f02,United States,215.53,False
a3f9d3,United States,45.0,False
480c46,Kingdom of the Netherlands,283.69,False
a8c489,United States,96.88,False
ab9de9,United States,236.7,False
ac6431,United States,57.52,False
a8b14f,United States,52.22,False
c0503d,Canada,0.0,True
a1dc8f,United States,61.01,False
ac0dd9,United States,223.31,False
882ed3,Thailand,244.33,False
c1e64f,Canada,0.06,True
a779b0,United States,13.38,True
7cf451,Australia,2.83,True
7cf452,Australia,10.29,True
abedd9,United States,130.09,False
a383f3,United States,226.71,False
a8c44b,United States,247.98,False
76e9b2,Singapore,5.14,True
a396fd,United States,260.61,False
c05067,Canada,232.61,False
7cf442,Australia,0.77,True
7cf445,Australia,3.6,True
7cf441,Australia,3.34,True
a9f777,United States,234.7,False
ac6445,United States,261.97,False
a03816,United States,180.0,False
881bc5,Thailand,64.21,False
c06589,Canada,231.3,False
a8d6de,United States,156.53,False
71c235,Republic of Korea,190.75,False
a7ff6a,United States,251.47,False
a5ac6c,United States,55.41,False
a8c3bd,United States,190.68,False
aa6d9a,United States,227.95,False
abdd91,United States,73.75,False
a4e0ec,United States,74.08,False
a81f83,United States,204.97,False
acb4ca,United States,38.9,False
71c228,Republic of Korea,207.99,False
ad84db,United States,224.01,False
a8d6bd,United States,199.17,False
a9f6b9,United States,208.41,False
a7ec73,United States,151.89,False
71c257,Republic of Korea,187.77,False
71c258,Republic of Korea,161.88,False
a80c87,United States,8.23,True
a7a3e3,United States,29.34,False
781858,China,232.3,False
71c245,Republic of Korea,171.24,False
71c244,Republic of Korea,89.91,False
78184f,China,235.65,False
aa11c9,United States,3.09,True
7cf636,Australia,0.06,True
89805e,Papua New Guinea,0.9,True
a5ac43,United States,141.85,False
a886bf,United States,258.32,False
a38527,United States,160.03,False
c05219,Canada,232.47,False
74483a,Jordan,244.75,False
c1e83e,Canada,13.38,True
aca1da,United States,192.8,False
781878,China,69.39,False
064227,Nigeria,252.38,False
780552,China,225.38,False
71c219,Republic of Korea,176.66,False
040241,Ethiopia,251.45,False
a6cc54,United States,230.74,False
a0387d,United States,61.32,False
c05220,Canada,187.54,False
71c209,Republic of Korea,117.31,False
4408fd,Austria,122.33,False
a20ed3,United States,50.2,False
a20ed1,United States,62.9,False
744821,Jordan,196.4,False
acea99,United States,211.07,False
a6cc45,United States,247.87,False
4bca68,Turkey,106.08,False
7cf4d3,Australia,5.4,True
c00eb0,Canada,110.68,False
aa395b,United States,201.58,False
c82986,New Zealand,61.98,False
7cf4c7,Australia,3.34,True
c1e803,Canada,14.4,True
a2a213,United States,221.61,False
a2a219,United States,65.49,False
508003,Ukraine,275.66,False
503cfd,Lithuania,120.58,False
503cff,Lithuania,86.28,False
a3d568,United States,130.5,False
ac64a6,United States,278.95,False
a1a87e,United States,200.4,False
a7b832,United States,225.74,False
abca00,United States,259.91,False
abdd1c,United States,232.92,False
7cf4a9,Australia,2.31,True
a5281a,United States,3.64,False
ae07d5,United States,274.97,False
a25288,United States,37.93,False
71c279,Republic of Korea,230.88,False
4ba90d,Turkey,239.19,False
a037b2,United States,165.2,False
a037b9,United States,6.17,True
ab8d76,United States,207.63,False
7c2a7e,Australia,80.9,False
a52844,United States,216.04,False
ab7a3d,United States,45.1,False
acb4c1,United States,225.97,False
7cf4f9,Australia,1.29,True
abdd4a,United States,240.97,False
71c293,Republic of Korea,5.4,True
ac51b2,United States,213.26,False
e48613,Brazil,217.12,False
a25278,United States,206.22,False
71c285,Republic of Korea,189.79,False
71c286,Republic of Korea,191.03,False
c050ae,Canada,214.3,False
c050c4,Canada,210.63,False
c050c5,Canada,249.46,False
c050c0,Canada,229.95,False
86dca2,Japan,307.46,False
7817b6,China,212.84,False
7817b4,China,295.57,False
ac6596,United States,152.83,False
a8754d,United States,205.83,False
a157d9,United States,38.24,False
a05a25,United States,219.01,False
a18d1a,United States,42.75,False
adc238,United States,197.89,False
a8758b,United States,8.23,True
a98219,United States,156.72,False
aa6bed,United States,217.55,False
85134a,Japan,231.45,False
7804b2,China,278.3,False
a05a03,United States,208.26,False
a81ee1,United States,234.88,False
0d07f7,Mexico,215.08,False
7804c4,China,208.37,False
a74224,United States,82.61,False
ad7282,United States,258.65,False
406e0f,United Kingdom,138.9,False
7804bf,China,143.06,False
a7a512,United States,229.43,False
acb599,United States,243.65,False
a6355a,United States,0.0,True
acfbfd,United States,210.32,False
a024d7,United States,62.42,False
8991e7,Taiwan,128.79,False
8991e1,Taiwan,271.44,False
a0bd33,United States,243.42,False
aa6bc0,United States,249.25,False
a9d0fe,United States,164.83,False
8991de,Taiwan,6.94,True
aa1219,United States,261.42,False
a7687b,United States,203.68,False
ad727a,United States,4.12,True
c063c8,Canada,110.82,False
